StudentID,ModuleID,AcadYear,StudentScore,StudentGrade
202200085,G0002,AY2022S1,66,C+
202200085,G0003,AY2022S1,74,B
202200085,G0004,AY2022S1,64,C
202200086,G0001,AY2022S1,61,C
202200086,G0002,AY2022S1,72,B
202200086,G0003,AY2022S1,72,B
202200086,G0004,AY2022S1,64,C
202200087,G0001,AY2022S1,65,C
202200087,G0002,AY2022S1,72,B
202200087,G0003,AY2022S1,55,D
202200087,G0004,AY2022S1,55,D
202200088,G0001,AY2022S1,62,C
202200088,G0002,AY2022S1,67,C+
202200088,G0003,AY2022S1,73,B
202200088,G0004,AY2022S1,84,A
202200089,G0001,AY2022S1,78,B+
202200089,G0002,AY2022S1,68,C+
202200089,G0003,AY2022S1,69,C+
202200089,G0004,AY2022S1,59,D+
202200090,G0001,AY2022S1,69,C+
202200090,G0002,AY2022S1,67,C+
202200090,G0003,AY2022S1,73,B
202200090,G0004,AY2022S1,61,C
202200091,G0001,AY2022S1,75,B
202200091,G0002,AY2022S1,85,A
202200091,G0003,AY2022S1,68,C+
202200091,G0004,AY2022S1,74,B
202200092,G0001,AY2022S1,76,B+
202200092,G0002,AY2022S1,65,C
202200092,G0003,AY2022S1,72,B
202200092,G0004,AY2022S1,70,C+
202200093,G0001,AY2022S1,70,C+
202200093,G0002,AY2022S1,62,C
202200093,G0003,AY2022S1,70,C+
202200093,G0004,AY2022S1,74,B
202200094,G0001,AY2022S1,84,A
202200094,G0002,AY2022S1,79,B+
202200094,G0003,AY2022S1,91,A
202200094,G0004,AY2022S1,62,C
202200095,G0001,AY2022S1,78,B+
202200095,G0002,AY2022S1,71,B
202200095,G0003,AY2022S1,91,A
202200095,G0004,AY2022S1,61,C
202200096,G0001,AY2022S1,61,C
202200096,G0002,AY2022S1,64,C
202200096,G0003,AY2022S1,48,F
202200096,G0004,AY2022S1,64,C
202200097,G0001,AY2022S1,62,C
202200097,G0002,AY2022S1,71,B
202200097,G0003,AY2022S1,73,B
202200097,G0004,AY2022S1,88,A
202200098,G0001,AY2022S1,79,B+
202200098,G0002,AY2022S1,64,C
202200098,G0003,AY2022S1,61,C
202200098,G0004,AY2022S1,74,B
202200099,G0001,AY2022S1,56,D+
202200099,G0002,AY2022S1,88,A
202200099,G0003,AY2022S1,81,A
202200099,G0004,AY2022S1,65,C
202200100,G0001,AY2022S1,52,D
202200100,G0002,AY2022S1,83,A
202200100,G0003,AY2022S1,68,C+
202200100,G0004,AY2022S1,82,A
202200101,G0001,AY2022S1,54,D
202200101,G0002,AY2022S1,64,C
202200101,G0003,AY2022S1,70,C+
202200101,G0004,AY2022S1,70,C+
202200102,G0001,AY2022S1,65,C
202200102,G0002,AY2022S1,76,B+
202200102,G0003,AY2022S1,59,D+
202200102,G0004,AY2022S1,68,C+
202200103,G0001,AY2022S1,71,B
202200103,G0002,AY2022S1,75,B
202200103,G0003,AY2022S1,77,B+
202200103,G0004,AY2022S1,58,D+
202200104,G0001,AY2022S1,54,D
202200104,G0002,AY2022S1,82,A
202200104,G0003,AY2022S1,73,B
202200104,G0004,AY2022S1,62,C
202200105,G0001,AY2022S1,85,A
202200105,G0002,AY2022S1,71,B
202200105,G0003,AY2022S1,81,A
202200105,G0004,AY2022S1,70,C+
202200106,G0001,AY2022S1,90,A
202200106,G0002,AY2022S1,87,A
202200106,G0003,AY2022S1,67,C+
202200106,G0004,AY2022S1,79,B+
202200107,G0001,AY2022S1,76,B+
202200107,G0002,AY2022S1,83,A
202200107,G0003,AY2022S1,60,D+
202200107,G0004,AY2022S1,76,B+
202200108,G0001,AY2022S1,80,A
202200108,G0002,AY2022S1,52,D
202200108,G0003,AY2022S1,58,D+
202200108,G0004,AY2022S1,49,F
202200109,G0001,AY2022S1,67,C+
202200109,G0002,AY2022S1,77,B+
202200109,G0003,AY2022S1,85,A
202200109,G0004,AY2022S1,70,C+
202200110,G0001,AY2022S1,86,A
202200110,G0002,AY2022S1,56,D+
202200110,G0003,AY2022S1,52,D
202200110,G0004,AY2022S1,69,C+
202200111,G0001,AY2022S1,73,B
202200111,G0002,AY2022S1,69,C+
202200111,G0003,AY2022S1,49,F
202200111,G0004,AY2022S1,69,C+
202200112,G0001,AY2022S1,56,D+
202200112,G0002,AY2022S1,76,B+
202200112,G0003,AY2022S1,73,B
202200112,G0004,AY2022S1,60,D+
202200113,G0001,AY2022S1,64,C
202200113,G0002,AY2022S1,59,D+
202200113,G0003,AY2022S1,69,C+
202200113,G0004,AY2022S1,79,B+
202200114,G0001,AY2022S1,60,D+
202200114,G0002,AY2022S1,75,B
202200114,G0003,AY2022S1,64,C
202200114,G0004,AY2022S1,62,C
202200115,G0001,AY2022S1,68,C+
202200115,G0002,AY2022S1,59,D+
202200115,G0003,AY2022S1,64,C
202200115,G0004,AY2022S1,58,D+
202200116,G0001,AY2022S1,89,A
202200116,G0002,AY2022S1,70,C+
202200116,G0003,AY2022S1,63,C
202200116,G0004,AY2022S1,72,B
202200117,G0001,AY2022S1,68,C+
202200117,G0002,AY2022S1,67,C+
202200117,G0003,AY2022S1,76,B+
202200117,G0004,AY2022S1,77,B+
202200118,G0001,AY2022S1,64,C
202200118,G0002,AY2022S1,64,C
202200118,G0003,AY2022S1,67,C+
202200118,G0004,AY2022S1,46,F
202200119,G0001,AY2022S1,54,D
202200119,G0002,AY2022S1,83,A
202200119,G0003,AY2022S1,86,A
202200119,G0004,AY2022S1,67,C+
202200120,G0001,AY2022S1,75,B
202200120,G0002,AY2022S1,73,B
202200120,G0003,AY2022S1,100,A
202200120,G0004,AY2022S1,81,A
202200121,G0001,AY2022S1,68,C+
202200121,G0002,AY2022S1,60,D+
202200121,G0003,AY2022S1,53,D
202200121,G0004,AY2022S1,72,B
202200122,G0001,AY2022S1,62,C
202200122,G0002,AY2022S1,55,D
202200122,G0003,AY2022S1,63,C
202200122,G0004,AY2022S1,59,D+
202200123,G0001,AY2022S1,86,A
202200123,G0002,AY2022S1,78,B+
202200123,G0003,AY2022S1,69,C+
202200123,G0004,AY2022S1,84,A
202200124,G0001,AY2022S1,70,C+
202200124,G0002,AY2022S1,61,C
202200124,G0003,AY2022S1,85,A
202200124,G0004,AY2022S1,75,B
202200125,G0001,AY2022S1,59,D+
202200125,G0002,AY2022S1,68,C+
202200125,G0003,AY2022S1,61,C
202200125,G0004,AY2022S1,56,D+
202200126,G0001,AY2022S1,79,B+
202200126,G0002,AY2022S1,89,A
202200126,G0003,AY2022S1,56,D+
202200126,G0004,AY2022S1,75,B
202200127,G0001,AY2022S1,63,C
202200127,G0002,AY2022S1,65,C
202200127,G0003,AY2022S1,64,C
202200127,G0004,AY2022S1,61,C
202200128,G0001,AY2022S1,70,C+
202200128,G0002,AY2022S1,61,C
202200128,G0003,AY2022S1,72,B
202200128,G0004,AY2022S1,69,C+
202200129,G0001,AY2022S1,67,C+
202200129,G0002,AY2022S1,60,D+
202200129,G0003,AY2022S1,64,C
202200129,G0004,AY2022S1,77,B+
202200130,G0001,AY2022S1,75,B
202200130,G0002,AY2022S1,60,D+
202200130,G0003,AY2022S1,70,C+
202200130,G0004,AY2022S1,77,B+
202200131,G0001,AY2022S1,53,D
202200131,G0002,AY2022S1,75,B
202200131,G0003,AY2022S1,63,C
202200131,G0004,AY2022S1,75,B
202200132,G0001,AY2022S1,62,C
202200132,G0002,AY2022S1,51,D
202200132,G0003,AY2022S1,53,D
202200132,G0004,AY2022S1,70,C+
202200133,G0001,AY2022S1,72,B
202200133,G0002,AY2022S1,60,D+
202200133,G0003,AY2022S1,76,B+
202200133,G0004,AY2022S1,53,D
202200134,G0001,AY2022S1,69,C+
202200134,G0002,AY2022S1,57,D+
202200134,G0003,AY2022S1,63,C
202200134,G0004,AY2022S1,70,C+
202200135,G0001,AY2022S1,61,C
202200135,G0002,AY2022S1,66,C+
202200135,G0003,AY2022S1,80,A
202200135,G0004,AY2022S1,64,C
202200136,G0001,AY2022S1,78,B+
202200136,G0002,AY2022S1,58,D+
202200136,G0003,AY2022S1,75,B
202200136,G0004,AY2022S1,84,A
202200137,G0001,AY2022S1,45,F
202200137,G0002,AY2022S1,62,C
202200137,G0003,AY2022S1,75,B
202200137,G0004,AY2022S1,67,C+
202200138,G0001,AY2022S1,73,B
202200138,G0002,AY2022S1,63,C
202200138,G0003,AY2022S1,70,C+
202200138,G0004,AY2022S1,68,C+
202200139,G0001,AY2022S1,81,A
202200139,G0002,AY2022S1,72,B
202200139,G0003,AY2022S1,73,B
202200139,G0004,AY2022S1,65,C
202200140,G0001,AY2022S1,65,C
202200140,G0002,AY2022S1,65,C
202200140,G0003,AY2022S1,73,B
202200140,G0004,AY2022S1,65,C
202200141,G0001,AY2022S1,72,B
202200141,G0002,AY2022S1,90,A
202200141,G0003,AY2022S1,78,B+
202200141,G0004,AY2022S1,66,C+
202200142,G0001,AY2022S1,82,A
202200142,G0002,AY2022S1,65,C
202200142,G0003,AY2022S1,49,F
202200142,G0004,AY2022S1,59,D+
202200143,G0001,AY2022S1,51,D
202200143,G0002,AY2022S1,66,C+
202200143,G0003,AY2022S1,70,C+
202200143,G0004,AY2022S1,86,A
202200144,G0001,AY2022S1,73,B
202200144,G0002,AY2022S1,67,C+
202200144,G0003,AY2022S1,78,B+
202200144,G0004,AY2022S1,47,F
202200145,G0001,AY2022S1,72,B
202200145,G0002,AY2022S1,77,B+
202200145,G0003,AY2022S1,55,D
202200145,G0004,AY2022S1,81,A
202200146,G0001,AY2022S1,73,B
202200146,G0002,AY2022S1,65,C
202200146,G0003,AY2022S1,76,B+
202200146,G0004,AY2022S1,92,A
202200147,G0001,AY2022S1,71,B
202200147,G0002,AY2022S1,72,B
202200147,G0003,AY2022S1,65,C
202200147,G0004,AY2022S1,61,C
202200148,G0001,AY2022S1,78,B+
202200148,G0002,AY2022S1,61,C
202200148,G0003,AY2022S1,70,C+
202200148,G0004,AY2022S1,65,C
202200149,G0001,AY2022S1,74,B
202200149,G0002,AY2022S1,73,B
202200149,G0003,AY2022S1,80,A
202200149,G0004,AY2022S1,64,C
202200150,G0001,AY2022S1,67,C+
202200150,G0002,AY2022S1,60,D+
202200150,G0003,AY2022S1,65,C
202200150,G0004,AY2022S1,73,B
202200151,G0001,AY2022S1,77,B+
202200151,G0002,AY2022S1,60,D+
202200151,G0003,AY2022S1,78,B+
202200151,G0004,AY2022S1,83,A
202200152,G0001,AY2022S1,74,B
202200152,G0002,AY2022S1,88,A
202200152,G0003,AY2022S1,62,C
202200152,G0004,AY2022S1,57,D+
202200153,G0001,AY2022S1,52,D
202200153,G0002,AY2022S1,84,A
202200153,G0003,AY2022S1,76,B+
202200153,G0004,AY2022S1,69,C+
202200154,G0001,AY2022S1,72,B
202200154,G0002,AY2022S1,58,D+
202200154,G0003,AY2022S1,94,A
202200154,G0004,AY2022S1,71,B
202200155,G0001,AY2022S1,71,B
202200155,G0002,AY2022S1,77,B+
202200155,G0003,AY2022S1,74,B
202200155,G0004,AY2022S1,72,B
202200156,G0001,AY2022S1,62,C
202200156,G0002,AY2022S1,74,B
202200156,G0003,AY2022S1,88,A
202200156,G0004,AY2022S1,83,A
202200157,G0001,AY2022S1,85,A
202200157,G0002,AY2022S1,64,C
202200157,G0003,AY2022S1,60,D+
202200157,G0004,AY2022S1,68,C+
202200158,G0001,AY2022S1,70,C+
202200158,G0002,AY2022S1,80,A
202200158,G0003,AY2022S1,53,D
202200158,G0004,AY2022S1,85,A
202200159,G0001,AY2022S1,68,C+
202200159,G0002,AY2022S1,65,C
202200159,G0003,AY2022S1,59,D+
202200159,G0004,AY2022S1,53,D
202200160,G0001,AY2022S1,78,B+
202200160,G0002,AY2022S1,70,C+
202200160,G0003,AY2022S1,57,D+
202200160,G0004,AY2022S1,57,D+
202200161,G0001,AY2022S1,66,C+
202200161,G0002,AY2022S1,86,A
202200161,G0003,AY2022S1,67,C+
202200161,G0004,AY2022S1,54,D
202200162,G0001,AY2022S1,67,C+
202200162,G0002,AY2022S1,67,C+
202200162,G0003,AY2022S1,43,F
202200162,G0004,AY2022S1,69,C+
202200163,G0001,AY2022S1,67,C+
202200163,G0002,AY2022S1,76,B+
202200163,G0003,AY2022S1,88,A
202200163,G0004,AY2022S1,81,A
202200164,G0001,AY2022S1,67,C+
202200164,G0002,AY2022S1,58,D+
202200164,G0003,AY2022S1,95,A
202200164,G0004,AY2022S1,70,C+
202200165,G0001,AY2022S1,70,C+
202200165,G0002,AY2022S1,69,C+
202200165,G0003,AY2022S1,71,B
202200165,G0004,AY2022S1,68,C+
202200166,G0001,AY2022S1,64,C
202200166,G0002,AY2022S1,64,C
202200166,G0003,AY2022S1,69,C+
202200166,G0004,AY2022S1,64,C
202200167,G0001,AY2022S1,62,C
202200167,G0002,AY2022S1,71,B
202200167,G0003,AY2022S1,67,C+
202200167,G0004,AY2022S1,85,A
202200168,G0001,AY2022S1,43,F
202200168,G0002,AY2022S1,80,A
202200168,G0003,AY2022S1,82,A
202200168,G0004,AY2022S1,49,F
202200169,G0001,AY2022S1,66,C+
202200169,G0002,AY2022S1,66,C+
202200169,G0003,AY2022S1,55,D
202200169,G0004,AY2022S1,62,C
202200170,G0001,AY2022S1,58,D+
202200170,G0002,AY2022S1,87,A
202200170,G0003,AY2022S1,79,B+
202200170,G0004,AY2022S1,82,A
202200171,G0001,AY2022S1,77,B+
202200171,G0002,AY2022S1,58,D+
202200171,G0003,AY2022S1,64,C
202200171,G0004,AY2022S1,74,B
202200172,G0001,AY2022S1,57,D+
202200172,G0002,AY2022S1,77,B+
202200172,G0003,AY2022S1,67,C+
202200172,G0004,AY2022S1,66,C+
202200173,G0001,AY2022S1,77,B+
202200173,G0002,AY2022S1,74,B
202200173,G0003,AY2022S1,66,C+
202200173,G0004,AY2022S1,81,A
202200174,G0001,AY2022S1,59,D+
202200174,G0002,AY2022S1,76,B+
202200174,G0003,AY2022S1,75,B
202200174,G0004,AY2022S1,66,C+
202200175,G0001,AY2022S1,73,B
202200175,G0002,AY2022S1,57,D+
202200175,G0003,AY2022S1,79,B+
202200175,G0004,AY2022S1,68,C+
202200176,G0001,AY2022S1,64,C
202200176,G0002,AY2022S1,80,A
202200176,G0003,AY2022S1,62,C
202200176,G0004,AY2022S1,55,D
202200177,G0001,AY2022S1,54,D
202200177,G0002,AY2022S1,76,B+
202200177,G0003,AY2022S1,57,D+
202200177,G0004,AY2022S1,87,A
202200178,G0001,AY2022S1,49,F
202200178,G0002,AY2022S1,86,A
202200178,G0003,AY2022S1,72,B
202200178,G0004,AY2022S1,69,C+
202200179,G0001,AY2022S1,64,C
202200179,G0002,AY2022S1,73,B
202200179,G0003,AY2022S1,69,C+
202200179,G0004,AY2022S1,81,A
202200180,G0001,AY2022S1,71,B
202200180,G0002,AY2022S1,71,B
