StudentID,MatriculationYear,Gender,Race,Date_Of_Birth,DiplomaID
202200065,2022,Male,Malay,2005-12-16,235
202200066,2022,Female,Chinese,2004-05-03,230
202200067,2022,Male,Chinese,2005-02-27,226
202200068,2022,Male,Others,2005-05-09,201
202200069,2022,Male,Chinese,2005-03-30,240
202200070,2022,Female,Chinese,2005-07-11,205
202200071,2022,Female,Chinese,2005-05-24,237
202200072,2022,Male,Chinese,2005-02-16,230
202200073,2022,Female,Chinese,2005-08-06,226
202200074,2022,Male,Chinese,2005-08-10,237
202200075,2022,Male,Chinese,2005-10-17,231
202200076,2022,Male,Indian,2005-11-21,204
202200077,2022,Female,Indian,2004-06-08,227
202200078,2022,Female,Chinese,2005-02-02,233
202200079,2022,Female,Malay,2005-03-06,233
202200080,2022,Female,Chinese,2005-01-12,231
202200081,2022,Male,Chinese,2005-08-03,217
202200082,2022,Female,Chinese,2005-04-25,241
202200083,2022,Male,Chinese,2005-03-16,229
202200084,2022,Male,Chinese,2004-06-12,210
202200085,2022,Male,Chinese,2005-04-09,236
202200086,2022,Male,Malay,2005-07-09,232
202200087,2022,Female,Chinese,2005-08-05,235
202200088,2022,Male,Indian,2005-08-05,222
202200089,2022,Male,Chinese,2005-08-21,219
202200090,2022,Male,Chinese,2004-02-21,219
202200091,2022,Male,Chinese,2005-01-25,221
202200092,2022,Female,Malay,2005-04-19,239
202200093,2022,Female,Chinese,2005-08-09,211
202200094,2022,Male,Chinese,2005-09-10,238
202200095,2022,Male,Chinese,2005-10-10,202
202200096,2022,Male,Chinese,2003-12-31,201
202200097,2022,Female,Chinese,2004-10-27,204
202200098,2022,Male,Chinese,2005-12-30,239
202200099,2022,Male,Indian,2005-06-22,213
202200100,2022,Male,Chinese,2005-11-13,241
202200101,2022,Female,Chinese,2005-07-10,225
202200102,2022,Female,Chinese,2004-02-13,232
202200103,2022,Female,Chinese,2005-08-01,211
202200104,2022,Female,Chinese,2005-02-16,241
202200105,2022,Male,Chinese,2003-02-23,203
202200106,2022,Female,Chinese,2005-08-12,216
202200107,2022,Female,Chinese,2005-01-08,228
202200108,2022,Female,Chinese,2005-01-28,228
202200109,2022,Male,Chinese,2005-05-25,209
202200110,2022,Male,Malay,2005-02-15,235
202200111,2022,Female,Indian,2005-10-30,225
202200112,2022,Male,Indian,2005-12-31,205
202200113,2022,Male,Chinese,2005-08-12,211
202200114,2022,Female,Chinese,2004-10-09,213
202200115,2022,Male,Chinese,2005-11-07,206
202200116,2022,Female,Chinese,2005-09-16,223
202200117,2022,Female,Indian,2005-05-25,221
202200118,2022,Male,Chinese,2004-07-23,204
202200119,2022,Male,Chinese,2005-12-14,231
202200120,2022,Male,Chinese,2005-04-28,203
202200121,2022,Female,Malay,2005-08-10,217
202200122,2022,Male,Chinese,2005-12-07,214
202200123,2022,Female,Chinese,2005-09-09,234
202200124,2022,Male,Chinese,2005-12-13,234
202200125,2022,Male,Chinese,2005-01-30,217
202200126,2022,Female,Chinese,2004-11-25,217
202200127,2022,Male,Chinese,2003-02-22,202
202200128,2022,Male,Chinese,2005-04-21,223
202200129,2022,Male,Chinese,2005-01-08,204
202200130,2022,Male,Chinese,2005-07-14,227
202200131,2022,Female,Chinese,2005-10-04,205
202200132,2022,Male,Chinese,2005-11-22,201
202200133,2022,Female,Chinese,2005-03-19,226
202200134,2022,Female,Chinese,2005-05-01,222
202200135,2022,Male,Indian,2004-03-01,217
202200136,2022,Male,Malay,2005-09-10,215
202200137,2022,Female,Indian,2005-01-28,223
202200138,2022,Female,Chinese,2005-07-06,207
202200139,2022,Female,Malay,2005-10-01,238
202200140,2022,Female,Chinese,2005-01-28,210
202200141,2022,Female,Malay,2005-05-06,225
202200142,2022,Female,Chinese,2005-03-08,241
202200143,2022,Male,Chinese,2005-02-03,208
202200144,2022,Female,Chinese,2005-04-11,206
202200145,2022,Female,Chinese,2005-11-11,206
202200146,2022,Female,Chinese,2005-07-17,206
202200147,2022,Male,Chinese,2005-11-14,230
202200148,2022,Male,Indian,2005-08-31,231
202200149,2022,Male,Others,2005-11-18,220
202200150,2022,Female,Malay,2005-04-04,238
202200151,2022,Female,Indian,2005-01-26,205
202200152,2022,Male,Chinese,2005-08-13,220
202200153,2022,Male,Chinese,2005-11-16,238
202200154,2022,Female,Chinese,2005-09-16,233
202200155,2022,Male,Chinese,2005-05-18,202
202200156,2022,Male,Malay,2005-04-11,209
202200157,2022,Female,Chinese,2005-04-04,231
202200158,2022,Female,Malay,2004-11-29,211
202200159,2022,Female,Chinese,2005-10-23,222
202200160,2022,Male,Malay,2005-08-17,214
202200161,2022,Female,Malay,2005-12-05,214
202200162,2022,Female,Chinese,2005-03-30,218
202200163,2022,Female,Chinese,2005-06-28,238
202200164,2022,Female,Chinese,2005-05-25,233
202200165,2022,Male,Chinese,2005-04-14,239
202200166,2022,Male,Indian,2005-02-11,215
202200167,2022,Female,Chinese,2005-06-06,238
202200168,2022,Female,Chinese,2005-10-16,204
202200169,2022,Female,Malay,2005-12-19,238
202200170,2022,Female,Chinese,2005-07-03,215
202200171,2022,Female,Chinese,2005-11-28,202
202200172,2022,Male,Chinese,2005-10-09,227
202200173,2022,Male,Chinese,2004-02-07,206
202200174,2022,Male,Chinese,2004-08-05,213
202200175,2022,Male,Chinese,2005-04-14,212
202200176,2022,Male,Indian,2005-10-20,208
202200177,2022,Female,Malay,2005-02-20,229
202200178,2022,Male,Malay,2004-09-13,237
202200179,2022,Female,Malay,2005-11-09,201
202200180,2022,Female,Chinese,2005-05-29,209
202200181,2022,Female,Chinese,2005-06-03,241
202200182,2022,Male,Chinese,2005-10-21,202
202200183,2022,Male,Chinese,2004-05-07,224
202200184,2022,Female,Chinese,2005-06-10,229
202200185,2022,Female,Chinese,2005-02-18,207
202200186,2022,Female,Chinese,2005-12-08,228
202200187,2022,Female,Chinese,2005-08-12,213
202200188,2022,Male,Chinese,2005-11-14,232
202200189,2022,Male,Chinese,2005-05-24,240
202200190,2022,Female,Chinese,2005-07-13,228
202200191,2022,Male,Chinese,2005-05-12,201
202200192,2022,Male,Chinese,2005-09-23,210
202200193,2022,Female,Chinese,2005-02-24,228
202200194,2022,Female,Malay,2005-11-09,203
202200195,2022,Male,Chinese,2005-02-23,237
202200196,2022,Male,Chinese,2005-10-18,232
202200197,2022,Female,Chinese,2005-06-14,221
202200198,2022,Male,Chinese,2005-11-26,207
202200199,2022,Female,Malay,2005-02-05,229
202200200,2022,Male,Indian,2005-01-11,202
202200201,2022,Male,Chinese,2005-10-20,238
202200202,2022,Female,Chinese,2005-12-21,222
202200203,2022,Female,Chinese,2005-02-28,223
202200204,2022,Female,Chinese,2005-01-14,209
202200205,2022,Female,Chinese,2005-09-03,222
202200206,2022,Female,Others,2005-04-19,234
202200207,2022,Male,Chinese,2004-12-06,236
202200208,2022,Male,Chinese,2005-03-17,223
202200209,2022,Male,Chinese,2005-10-14,206
202200210,2022,Female,Chinese,2005-11-05,207
202200211,2022,Female,Malay,2005-07-09,202
202200212,2022,Male,Chinese,2005-10-19,226
202200213,2022,Male,Malay,2005-06-13,239
202200214,2022,Female,Indian,2005-06-01,222
202200215,2022,Female,Chinese,2005-05-28,219
202200216,2022,Female,Chinese,2005-12-31,234
202200217,2022,Female,Chinese,2005-10-23,217
202200218,2022,Male,Chinese,2005-01-25,239
202200219,2022,Male,Chinese,2005-04-12,234
202200220,2022,Male,Chinese,2005-11-01,217
202200221,2022,Female,Chinese,2005-11-14,216
202200222,2022,Female,Chinese,2005-08-03,237
202200223,2022,Female,Malay,2005-03-30,212
202200224,2022,Male,Others,2004-02-16,232
202200225,2022,Female,Indian,2005-03-27,207
202200226,2022,Male,Chinese,2005-06-25,208
202200227,2022,Female,Indian,2005-04-13,217
202200228,2022,Female,Chinese,2005-10-28,234
202200229,2022,Female,Chinese,2005-12-30,239
202200230,2022,Male,Chinese,2005-07-29,233
202200231,2022,Female,Chinese,2005-11-07,235
202200232,2022,Female,Chinese,2005-05-21,218
202200233,2022,Female,Malay,2003-01-29,229
202200234,2022,Male,Chinese,2005-08-24,210
202200235,2022,Male,Chinese,2005-03-06,230
202200236,2022,Male,Chinese,2005-11-20,218
202200237,2022,Male,Chinese,2005-03-14,215
202200238,2022,Male,Chinese,2005-10-20,237
202200239,2022,Male,Chinese,2005-10-29,224
202200240,2022,Male,Chinese,2005-02-21,204
202200241,2022,Male,Indian,2005-08-31,210
202200242,2022,Male,Chinese,2005-09-16,206
202200243,2022,Female,Chinese,2005-01-09,235
202200244,2022,Female,Chinese,2005-06-27,218
202200245,2022,Female,Chinese,2005-09-26,225
202200246,2022,Female,Chinese,2005-04-15,203
202200247,2022,Male,Chinese,2005-08-14,212
202200248,2022,Male,Chinese,2004-08-13,224
202200249,2022,Male,Chinese,2005-06-25,226
202200250,2022,Female,Others,2005-10-11,205
202200251,2022,Female,Chinese,2005-11-14,229
202200252,2022,Female,Chinese,2005-02-09,227
202200253,2022,Female,Chinese,2005-12-02,240
202200254,2022,Male,Chinese,2005-09-26,225
202200255,2022,Female,Chinese,2005-07-07,207
202200256,2022,Female,Others,2005-01-31,223
202200257,2022,Male,Malay,2005-02-08,231
202200258,2022,Male,Chinese,2005-01-12,239
202200259,2022,Male,Chinese,2005-08-21,217
202200260,2022,Male,Chinese,2005-12-31,235
202200261,2022,Male,Chinese,2005-08-21,232
202200262,2022,Female,Chinese,2005-02-06,229
202200263,2022,Female,Chinese,2005-11-20,227
202200264,2022,Male,Malay,2005-07-12,222
202200265,2022,Female,Chinese,2005-07-11,229
202200266,2022,Male,Chinese,2005-01-07,229
202200267,2022,Male,Chinese,2005-02-27,223
202200268,2022,Male,Chinese,2003-04-09,213
202200269,2022,Female,Chinese,2005-03-16,232
202200270,2022,Male,Chinese,2005-01-27,203
202200271,2022,Female,Chinese,2005-01-21,216
202200272,2022,Female,Others,2005-09-14,238
202200273,2022,Male,Chinese,2005-10-08,224
202200274,2022,Male,Malay,2005-03-13,225
202200275,2022,Female,Malay,2005-06-23,207
202200276,2022,Female,Chinese,2005-11-12,203
202200277,2022,Male,Chinese,2005-09-30,220
202200278,2022,Male,Chinese,2005-11-15,222
202200279,2022,Female,Chinese,2005-03-05,213
202200280,2022,Male,Chinese,2005-12-04,231
202200281,2022,Female,Chinese,2005-04-12,241
202200282,2022,Male,Chinese,2005-03-17,232
202200283,2022,Male,Chinese,2005-06-10,210
202200284,2022,Female,Indian,2005-08-13,233
202200285,2022,Female,Chinese,2005-06-03,222
202200286,2022,Male,Others,2005-05-02,215
202200287,2022,Male,Chinese,2005-11-13,203
202200288,2022,Female,Chinese,2005-08-11,232
202200289,2022,Male,Indian,2004-12-13,220
202200290,2022,Male,Malay,2005-03-25,216
202200291,2022,Female,Malay,2005-01-03,241
202200292,2022,Male,Chinese,2005-01-12,223
202200293,2022,Female,Chinese,2005-05-27,236
202200294,2022,Female,Indian,2005-10-15,218
202200295,2022,Male,Chinese,2005-11-08,241
202200296,2022,Male,Chinese,2005-04-03,215
202200297,2022,Male,Chinese,2005-06-08,224
202200298,2022,Male,Chinese,2005-01-20,224
202200299,2022,Female,Chinese,2005-09-07,234
202200300,2022,Male,Indian,2004-09-18,239
202200301,2022,Male,Chinese,2004-09-24,203
202200302,2022,Female,Chinese,2005-12-21,226
202200303,2022,Female,Indian,2005-01-14,214
202200304,2022,Female,Chinese,2005-02-10,214
202200305,2022,Female,Chinese,2005-11-22,217
202200306,2022,Male,Others,2005-08-17,205
202200307,2022,Male,Malay,2005-10-28,223
202200308,2022,Male,Chinese,2005-09-27,216
202200309,2022,Female,Chinese,2005-09-14,205
202200310,2022,Male,Chinese,2005-03-05,220
202200311,2022,Male,Chinese,2005-07-23,237
202200312,2022,Female,Chinese,2005-07-26,206
202200313,2022,Male,Chinese,2005-05-10,209
202200314,2022,Female,Indian,2005-04-29,235
202200315,2022,Male,Indian,2005-06-28,214
202200316,2022,Female,Chinese,2005-09-08,234
202200317,2022,Male,Others,2005-07-03,223
202200318,2022,Female,Chinese,2005-10-28,216
202200319,2022,Female,Chinese,2005-12-07,201
202200320,2022,Female,Chinese,2005-03-27,234
202200321,2022,Female,Others,2005-04-24,218
202200322,2022,Female,Malay,2005-03-17,227
202200323,2022,Female,Chinese,2005-05-27,231
202200324,2022,Female,Chinese,2005-03-31,228
202200325,2022,Male,Chinese,2005-06-10,241
202200326,2022,Female,Malay,2005-06-08,241
202200327,2022,Male,Chinese,2005-05-12,238
202200328,2022,Male,Indian,2005-10-06,219
202200329,2022,Female,Chinese,2005-03-30,221
202200330,2022,Male,Chinese,2005-11-12,229
202200331,2022,Male,Chinese,2005-04-12,226
202200332,2022,Female,Chinese,2005-09-22,203
202200333,2022,Female,Indian,2005-04-27,229
202200334,2022,Male,Chinese,2005-10-20,215
202200335,2022,Female,Chinese,2005-11-22,221
202200336,2022,Male,Chinese,2005-05-04,215
202200337,2022,Male,Indian,2005-10-04,213
202200338,2022,Male,Chinese,2005-02-21,227
202200339,2022,Female,Chinese,2005-04-16,236
202200340,2022,Female,Chinese,2004-03-30,225
202200341,2022,Female,Chinese,2005-02-08,213
202200342,2022,Male,Chinese,2005-10-25,236
202200343,2022,Male,Chinese,2005-06-21,213
202200344,2022,Female,Malay,2005-01-26,209
202200345,2022,Female,Chinese,2005-06-19,208
202200346,2022,Female,Chinese,2005-03-09,224
202200347,2022,Female,Chinese,2005-05-26,219
202200348,2022,Female,Chinese,2005-06-24,235
202200349,2022,Female,Chinese,2005-05-30,237
202200350,2022,Female,Chinese,2005-05-18,209
202200351,2022,Male,Chinese,2005-09-15,235
202200352,2022,Female,Chinese,2005-05-05,239
202200353,2022,Female,Chinese,2005-10-29,219
202200354,2022,Female,Chinese,2004-04-18,236
202200355,2022,Male,Indian,2005-05-16,233
202200356,2022,Male,Chinese,2005-02-18,202
202200357,2022,Female,Chinese,2005-09-21,238
202200358,2022,Female,Chinese,2005-02-27,203
202200359,2022,Male,Chinese,2005-04-12,217
202200360,2022,Female,Chinese,2005-05-30,236
202200361,2022,Female,Chinese,2005-11-07,216
202200362,2022,Male,Chinese,2005-01-12,217
202200363,2022,Male,Others,2005-01-30,223
202200364,2022,Male,Chinese,2003-12-26,201
202200365,2022,Female,Chinese,2005-08-19,232
202200366,2022,Male,Malay,2005-08-14,214
202200367,2022,Male,Chinese,2005-12-27,221
202200368,2022,Male,Chinese,2005-11-19,223
202200369,2022,Female,Indian,2005-05-23,222
202200370,2022,Female,Chinese,2005-02-18,238
202200371,2022,Female,Chinese,2005-06-07,214
202200372,2022,Female,Malay,2005-03-14,215
202200373,2022,Male,Chinese,2005-07-25,220
202200374,2022,Female,Indian,2005-09-10,233
202200375,2022,Female,Chinese,2005-11-06,203
202200376,2022,Female,Malay,2005-01-25,215
202200377,2022,Female,Chinese,2004-04-05,228
202200378,2022,Male,Chinese,2005-11-12,206
202200379,2022,Male,Chinese,2005-05-31,219
202200380,2022,Male,Chinese,2005-12-11,202
202200381,2022,Male,Malay,2005-03-24,209
202200382,2022,Male,Chinese,2005-09-20,216
202200383,2022,Female,Chinese,2005-02-09,217
202200384,2022,Male,Chinese,2005-05-04,238
202200385,2022,Male,Chinese,2005-03-03,235
202200386,2022,Male,Chinese,2005-08-17,222
202200387,2022,Female,Chinese,2005-09-03,238
202200388,2022,Male,Malay,2005-03-06,213
202200389,2022,Male,Chinese,2004-12-03,237
202200390,2022,Female,Chinese,2005-07-07,211
202200391,2022,Male,Malay,2005-10-09,204
202200392,2022,Female,Chinese,2005-08-15,241
202200393,2022,Female,Malay,2005-02-11,213
202200394,2022,Male,Chinese,2005-05-09,202
202200395,2022,Male,Chinese,2005-11-10,240
202200396,2022,Male,Chinese,2005-08-02,208
202200397,2022,Male,Indian,2005-06-22,219
202200398,2022,Male,Others,2005-01-08,213
202200399,2022,Male,Malay,2005-06-01,217
202200400,2022,Female,Chinese,2005-08-16,211
202200401,2022,Female,Indian,2005-02-20,205
202200402,2022,Female,Malay,2005-05-18,238
202200403,2022,Male,Chinese,2005-05-16,240
202200404,2022,Female,Chinese,2005-02-18,236
202200405,2022,Female,Malay,2005-04-29,210
202200406,2022,Female,Chinese,2004-09-25,232
202200407,2022,Female,Malay,2005-01-11,210
202200408,2022,Male,Indian,2005-06-02,240
202200409,2022,Male,Chinese,2005-10-05,230
202200410,2022,Female,Chinese,2005-04-23,221
202200411,2022,Male,Malay,2005-09-25,241
202200412,2022,Female,Chinese,2005-05-06,208
202200413,2022,Female,Chinese,2005-08-12,211
202200414,2022,Male,Malay,2005-12-14,229
202200415,2022,Female,Chinese,2005-10-10,231
202200416,2022,Male,Chinese,2005-10-05,237
202200417,2022,Female,Chinese,2005-01-19,223
202200418,2022,Female,Indian,2005-05-08,237
202200419,2022,Male,Chinese,2005-05-09,205
202200420,2022,Female,Chinese,2005-11-16,234
202200421,2022,Male,Chinese,2005-08-19,227
202200422,2022,Male,Chinese,2005-03-27,226
202200423,2022,Female,Malay,2005-05-01,234
202200424,2022,Female,Chinese,2005-08-11,206
202200425,2022,Female,Others,2005-05-12,220
202200426,2022,Female,Chinese,2005-08-18,221
202200427,2022,Male,Chinese,2005-09-17,220
202200428,2022,Male,Indian,2005-01-03,224
202200429,2022,Male,Chinese,2005-09-11,224
202200430,2022,Female,Malay,2005-03-01,219
202200431,2022,Male,Chinese,2005-04-19,212
202200432,2022,Female,Chinese,2005-07-11,219
202200433,2022,Male,Chinese,2005-07-02,233
202200434,2022,Male,Chinese,2005-09-08,211
202200435,2022,Female,Chinese,2005-07-17,204
202200436,2022,Male,Chinese,2005-02-16,214
202200437,2022,Female,Chinese,2004-11-20,210
202200438,2022,Male,Chinese,2005-09-11,206
202200439,2022,Female,Chinese,2004-02-04,226
202200440,2022,Female,Malay,2005-02-18,221
202200441,2022,Male,Chinese,2005-09-17,239
202200442,2022,Female,Indian,2005-04-10,206
202200443,2022,Male,Chinese,2005-02-26,231
202200444,2022,Female,Chinese,2005-12-30,230
202200445,2022,Male,Chinese,2005-09-27,210
202200446,2022,Male,Malay,2005-07-24,206
202200447,2022,Male,Chinese,2005-03-25,218
202200448,2022,Female,Chinese,2005-01-07,206
202200449,2022,Female,Chinese,2005-05-28,224
202200450,2022,Female,Indian,2005-05-22,237
202200451,2022,Female,Chinese,2005-08-06,237
202200452,2022,Female,Chinese,2004-06-09,204
202200453,2022,Male,Chinese,2005-10-16,217
202200454,2022,Female,Chinese,2005-02-12,241
202200455,2022,Female,Chinese,2005-07-17,234
202200456,2022,Male,Chinese,2004-04-21,202
202200457,2022,Male,Malay,2005-06-16,222
202200458,2022,Male,Malay,2005-02-28,210
202200459,2022,Female,Malay,2005-02-01,207
202200460,2022,Female,Chinese,2005-08-02,215
202200461,2022,Male,Indian,2005-04-02,214
202200462,2022,Male,Chinese,2003-01-26,202
202200463,2022,Male,Chinese,2004-04-06,235
202200464,2022,Male,Chinese,2005-06-27,219
202200465,2022,Male,Chinese,2005-01-08,224
202200466,2022,Male,Malay,2005-03-13,209
202200467,2022,Male,Indian,2005-02-11,220
202200468,2022,Female,Chinese,2005-12-31,203
202200469,2022,Female,Chinese,2005-08-08,201
202200470,2022,Male,Chinese,2005-06-25,237
202200471,2022,Male,Chinese,2005-02-01,209
202200472,2022,Female,Chinese,2004-03-03,221
202200473,2022,Female,Chinese,2003-08-11,227
202200474,2022,Female,Chinese,2005-06-03,205
202200475,2022,Female,Chinese,2005-05-14,219
202200476,2022,Female,Others,2004-12-29,209
202200477,2022,Male,Chinese,2005-10-13,226
202200478,2022,Male,Chinese,2005-06-12,234
202200479,2022,Male,Chinese,2005-10-06,222
202200480,2022,Female,Malay,2005-12-13,235
202200481,2022,Male,Chinese,2005-09-05,228
202200482,2022,Female,Chinese,2005-01-01,208
202200483,2022,Male,Chinese,2005-10-30,238
202200484,2022,Male,Chinese,2005-10-29,214
202200485,2022,Female,Chinese,2005-09-09,213
202200486,2022,Female,Chinese,2005-08-07,223
202200487,2022,Male,Chinese,2005-05-22,236
202200488,2022,Male,Chinese,2005-11-30,220
202200489,2022,Male,Chinese,2005-04-12,223
202200490,2022,Male,Chinese,2004-10-01,209
202200491,2022,Female,Others,2005-03-14,219
202200492,2022,Female,Chinese,2005-11-13,236
202200493,2022,Male,Chinese,2005-11-04,225
202200494,2022,Female,Chinese,2005-11-30,230
202200495,2022,Female,Chinese,2005-01-02,241
202200496,2022,Male,Chinese,2003-09-12,216
202200497,2022,Male,Malay,2005-02-04,211
202200498,2022,Female,Malay,2005-11-21,220
202200499,2022,Male,Chinese,2005-07-20,209
202200500,2022,Female,Malay,2005-03-06,208
202200501,2022,Female,Chinese,2005-03-17,215
202200502,2022,Female,Indian,2005-08-20,221
202200503,2022,Female,Chinese,2005-05-12,207
202200504,2022,Male,Chinese,2005-03-08,222
202200505,2022,Male,Chinese,2005-12-27,201
202200506,2022,Male,Chinese,2005-07-29,217
202200507,2022,Male,Chinese,2004-12-27,201
202200508,2022,Male,Chinese,2005-05-22,235
202200509,2022,Male,Chinese,2005-07-08,238
202200510,2022,Female,Chinese,2005-12-19,226
202200511,2022,Male,Chinese,2005-04-16,241
202200512,2022,Male,Chinese,2005-12-10,221
202200513,2022,Male,Chinese,2005-07-11,211
202200514,2022,Male,Chinese,2004-02-14,201
202200515,2022,Male,Chinese,2005-04-19,212
202200516,2022,Female,Chinese,2005-09-07,205
202200517,2022,Male,Chinese,2005-08-03,220
202200518,2022,Female,Chinese,2005-05-07,236
202200519,2022,Male,Chinese,2005-03-25,233
202200520,2022,Male,Chinese,2005-09-15,229
202200521,2022,Female,Chinese,2005-09-23,214
202200522,2022,Female,Indian,2005-01-28,203
202200523,2022,Female,Chinese,2004-06-14,203
202200524,2022,Female,Chinese,2005-09-25,235
202200525,2022,Male,Chinese,2005-12-23,221
202200526,2022,Female,Chinese,2005-10-21,228
202200527,2022,Male,Malay,2005-03-14,238
202200528,2022,Female,Chinese,2005-07-14,228
202200529,2022,Female,Malay,2005-03-16,232
202200530,2022,Male,Chinese,2005-06-16,234
202200531,2022,Male,Chinese,2005-02-25,201
202200532,2022,Male,Chinese,2005-05-06,211
202200533,2022,Male,Chinese,2005-06-25,212
202200534,2022,Female,Chinese,2005-11-21,230
202200535,2022,Male,Chinese,2004-09-16,226
202200536,2022,Male,Chinese,2005-08-22,206
202200537,2022,Female,Chinese,2005-05-02,237
202200538,2022,Female,Chinese,2005-07-15,218
202200539,2022,Female,Others,2005-05-06,217
202200540,2022,Male,Chinese,2005-06-14,241
202200541,2022,Female,Chinese,2005-12-09,203
202200542,2022,Male,Chinese,2005-12-07,221
202200543,2022,Female,Chinese,2005-04-02,224
202200544,2022,Female,Chinese,2005-09-30,235
202200545,2022,Female,Chinese,2005-09-07,219
202200546,2022,Male,Chinese,2005-05-25,237
202200547,2022,Female,Chinese,2004-04-26,234
202200548,2022,Female,Chinese,2005-05-29,211
202200549,2022,Female,Chinese,2005-02-15,212
202200550,2022,Female,Indian,2005-04-18,232
202200551,2022,Male,Chinese,2005-03-16,233
202200552,2022,Female,Chinese,2005-07-11,217
202200553,2022,Female,Others,2005-06-24,204
202200554,2022,Female,Chinese,2003-11-24,217
202200555,2022,Female,Chinese,2005-03-04,238
202200556,2022,Male,Chinese,2004-07-07,231
202200557,2022,Female,Malay,2004-08-01,203
202200558,2022,Female,Chinese,2005-07-23,202
202200559,2022,Male,Chinese,2005-08-10,235
202200560,2022,Female,Chinese,2005-11-23,230
202200561,2022,Male,Chinese,2005-01-01,215
202200562,2022,Male,Malay,2005-05-08,209
202200563,2022,Female,Malay,2005-04-14,223
202200564,2022,Male,Chinese,2005-12-24,211
202200565,2022,Male,Chinese,2005-06-22,232
202200566,2022,Male,Indian,2005-01-16,202
202200567,2022,Male,Chinese,2005-05-24,238
202200568,2022,Male,Chinese,2005-04-21,231
202200569,2022,Male,Chinese,2005-04-30,227
202200570,2022,Male,Chinese,2005-08-21,230
202200571,2022,Female,Chinese,2005-11-09,225
202200572,2022,Male,Indian,2005-03-15,210
202200573,2022,Female,Chinese,2005-01-14,228
202200574,2022,Male,Chinese,2005-01-30,204
202200575,2022,Male,Malay,2005-04-29,231
202200576,2022,Male,Chinese,2005-03-16,241
202200577,2022,Female,Chinese,2005-12-15,226
202200578,2022,Female,Chinese,2005-03-29,208
202200579,2022,Male,Chinese,2005-06-06,228
202200580,2022,Male,Chinese,2005-06-11,204
202200581,2022,Female,Indian,2005-06-26,206
202200582,2022,Male,Others,2005-07-05,223
202200583,2022,Male,Chinese,2005-04-30,210
202200584,2022,Male,Chinese,2005-04-11,233
202200585,2022,Male,Chinese,2005-10-08,230
202200586,2022,Male,Chinese,2005-10-20,217
202200587,2022,Male,Indian,2005-02-10,235
